title,word_count,character_count,bigrams,lemma,pos,tag,dep,label,context_score,trigger_words,category
Prague uprising,2,15,"[('Prague', 'uprising')]","['Prague', 'uprising']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['GPE', '']","{'prague': 0.17262744720338427, 'uprising': 1.0}","['prague', 'uprising']",politics
Louisiana Renaissance Festival,3,30,"[('Louisiana', 'Renaissance'), ('Renaissance', 'Festival')]","['Louisiana', 'Renaissance', 'Festival']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']","{'louisiana_renaissance': 0.052644641862503214, 'festival': 1.0}","['louisiana_renaissance', 'festival']",entertainment
Romanian Revolution,2,19,"[('Romanian', 'Revolution')]","['Romanian', 'Revolution']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'romanian': 0.11728100704720504, 'revolution': 1.0}","['romanian', 'revolution']",politics
Tay Bridge disaster,3,19,"[('Tay', 'Bridge'), ('Bridge', 'disaster')]","['Tay', 'Bridge', 'disaster']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['FAC', 'FAC', '']","{'tay_bridge': 0.08711711969266413, 'disaster': 1.0}","['tay_bridge', 'disaster']",environment
United States occupation of Nicaragua,5,37,"[('United', 'States'), ('States', 'occupation'), ('occupation', 'of'), ('of', 'Nicaragua')]","['United', 'States', 'occupation', 'of', 'Nicaragua']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN']","['NNP', 'NNP', 'NN', 'IN', 'NNP']","['compound', 'compound', 'ROOT', 'prep', 'pobj']","['GPE', 'GPE', '', '', 'GPE']","{'united_states': 1.0, 'occupation': 0.43247680818716083, 'nicaragua': 0.07899344451982428}","['united_states', 'occupation', 'nicaragua']",international
Frontier Fiesta,2,15,"[('Frontier', 'Fiesta')]","['Frontier', 'Fiesta']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['ORG', 'ORG']","{'frontier': 1.0, 'fiesta': 0.5923470739621961}","['frontier', 'fiesta']",entertainment
Wenzhou train collision,3,23,"[('Wenzhou', 'train'), ('train', 'collision')]","['Wenzhou', 'train', 'collision']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN']","['compound', 'compound', 'ROOT']","['GPE', '', '']","{'wenzhou': 0.05656409444579522, 'train': 1.0, 'collision': 0.4159231421206876}","['wenzhou', 'train', 'collision']",travel
Boston Marathon bombing,3,23,"[('Boston', 'Marathon'), ('Marathon', 'bombing')]","['Boston', 'Marathon', 'bombing']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', '']","{'boston': 0.21854053795245512, 'marathon': 0.5808429011793692, 'bombing': 1.0}","['boston', 'marathon', 'bombing']",crime
1924 Summer Deaflympics,3,23,"[('1924', 'Summer'), ('Summer', 'Deaflympics')]","['1924', 'Summer', 'Deaflympics']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNPS']","['nummod', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT']","{'summer': 1.0, 'deaflympics': 0.050089917403038996}","['summer', 'deaflympics']",travel
1947 BSAA Avro Lancastrian Star Dust accident,7,45,"[('1947', 'BSAA'), ('BSAA', 'Avro'), ('Avro', 'Lancastrian'), ('Lancastrian', 'Star'), ('Star', 'Dust'), ('Dust', 'accident')]","['1947', 'BSAA', 'Avro', 'Lancastrian', 'Star', 'Dust', 'accident']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', '']","{'bsaa_avro_lancastrian_star_dust': 0.09422151302608503, 'accident': 1.0}","['bsaa_avro_lancastrian_star_dust', 'accident']",crime
Fukushima Daiichi nuclear disaster,4,34,"[('Fukushima', 'Daiichi'), ('Daiichi', 'nuclear'), ('nuclear', 'disaster')]","['Fukushima', 'Daiichi', 'nuclear', 'disaster']","['PROPN', 'PROPN', 'ADJ', 'NOUN']","['NNP', 'NNP', 'JJ', 'NN']","['compound', 'nmod', 'amod', 'ROOT']","['ORG', 'ORG', '', '']",{'fukushima_daiichi_nuclear_disaster': 1.0},['fukushima_daiichi_nuclear_disaster'],international
Chicago Tylenol murders,3,23,"[('Chicago', 'Tylenol'), ('Tylenol', 'murders')]","['Chicago', 'Tylenol', 'murder']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NNS']","['compound', 'compound', 'ROOT']","['GPE', 'ORG', '']","{'chicago': 0.5028140147798569, 'tylenol': 0.12705661212543523, 'murders': 1.0}","['chicago', 'tylenol', 'murders']",crime
Chelyabinsk meteor,2,18,"[('Chelyabinsk', 'meteor')]","['Chelyabinsk', 'meteor']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['GPE', '']","{'chelyabinsk': 1.0, 'meteor': 1.0}","['chelyabinsk', 'meteor']",science
Operation Mincemeat,2,19,"[('Operation', 'Mincemeat')]","['Operation', 'Mincemeat']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', 'PERSON']","{'operation': 1.0, 'mincemeat': 0.011685672724930436}","['operation', 'mincemeat']",international
Hurricane Iris (1995),3,21,"[('Hurricane', 'Iris'), ('Iris', '('), ('(', '1995'), ('1995', ')')]","['Hurricane', 'Iris', '1995']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'iris': 0.01704514227102052}","['hurricane', 'iris']",travel
2010 Pakistan floods,3,20,"[('2010', 'Pakistan'), ('Pakistan', 'floods')]","['2010', 'Pakistan', 'flood']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNS']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'pakistan': 0.25083688488342015, 'floods': 1.0}","['pakistan', 'floods']",environment
1924 Cuba hurricane,3,19,"[('1924', 'Cuba'), ('Cuba', 'hurricane')]","['1924', 'Cuba', 'hurricane']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'cuba': 0.03186966474427296, 'hurricane': 1.0}","['cuba', 'hurricane']",travel
Hurricane Greta–Olivia,2,22,"[('Hurricane', 'Greta–Olivia')]","['Hurricane', 'Greta', '–', 'Olivia']","['PROPN', 'PROPN', 'PUNCT', 'PROPN']","['NNP', 'NNP', ':', 'NNP']","['compound', 'ROOT', 'punct', 'appos']","['EVENT', 'EVENT', '', 'PERSON']","{'hurricane': 1.0, 'greta': 0.0073902601663256625, 'olivia': 0.023568849874429167}","['hurricane', 'greta', 'olivia']",travel
Cape Town Marathon,3,18,"[('Cape', 'Town'), ('Town', 'Marathon')]","['Cape', 'Town', 'Marathon']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['LOC', 'LOC', 'LOC']","{'cape_town': 0.16463513331592525, 'marathon': 1.0}","['cape_town', 'marathon']",sports
Operation Strike of the Sword,5,29,"[('Operation', 'Strike'), ('Strike', 'of'), ('of', 'the'), ('the', 'Sword')]","['operation', 'strike', 'of', 'the', 'sword']","['NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']","['NN', 'NN', 'IN', 'DT', 'NN']","['compound', 'ROOT', 'prep', 'det', 'pobj']","['', '', '', '', '']","{'operation': 1.0, 'strike': 0.06231352387268589, 'sword': 0.017005072634233433}","['operation', 'strike', 'sword']",international
Battle of Malacca (1641),4,24,"[('Battle', 'of'), ('of', 'Malacca'), ('Malacca', '('), ('(', '1641'), ('1641', ')')]","['Battle', 'of', 'Malacca', '1641']","['PROPN', 'ADP', 'PROPN', 'NUM']","['NNP', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', 'GPE', 'DATE']","{'battle': 1.0, 'malacca': 0.012278834049591755}","['battle', 'malacca']",politics
Atlantic campaign of 1806,4,25,"[('Atlantic', 'campaign'), ('campaign', 'of'), ('of', '1806')]","['atlantic', 'campaign', 'of', '1806']","['ADJ', 'NOUN', 'ADP', 'NUM']","['JJ', 'NN', 'IN', 'CD']","['amod', 'ROOT', 'prep', 'pobj']","['LOC', '', '', 'DATE']","{'atlantic': 0.22306470184225624, 'campaign': 1.0}","['atlantic', 'campaign']",politics
Hurricane Isaac (2000),3,22,"[('Hurricane', 'Isaac'), ('Isaac', '('), ('(', '2000'), ('2000', ')')]","['Hurricane', 'Isaac', '2000']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'isaac': 0.008094124828356822}","['hurricane', 'isaac']",travel
Who's That Girl World Tour,5,26,"[('Who', ""'s""), (""'s"", 'That'), ('That', 'Girl'), ('Girl', 'World'), ('World', 'Tour')]","['who', 'be', 'that', 'Girl', 'World', 'Tour']","['PRON', 'AUX', 'DET', 'PROPN', 'PROPN', 'PROPN']","['WP', 'VBZ', 'DT', 'NNP', 'NNP', 'NNP']","['attr', 'ROOT', 'det', 'compound', 'compound', 'attr']","['', '', '', 'EVENT', 'EVENT', 'EVENT']","{'girl': 0.015771257174943255, 'world': 0.7396629360834748, 'tour': 1.0}","['girl', 'world', 'tour']",environment
Byzantine–Seljuq wars,2,21,"[('Byzantine–Seljuq', 'wars')]","['byzantine', '–', 'Seljuq', 'war']","['ADJ', 'PUNCT', 'PROPN', 'NOUN']","['JJ', ':', 'NNP', 'NNS']","['amod', 'punct', 'compound', 'ROOT']","['NORP', '', 'NORP', '']","{'byzantine': 0.14404070413387027, 'seljuq': 0.06280049958287325, 'wars': 1.0}","['byzantine', 'seljuq', 'wars']",politics
The Jackson 5 First National Tour,6,33,"[('The', 'Jackson'), ('Jackson', '5'), ('5', 'First'), ('First', 'National'), ('National', 'Tour')]","['the', 'Jackson', '5', 'First', 'National', 'Tour']","['DET', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN']","['DT', 'NNP', 'CD', 'NNP', 'NNP', 'NNP']","['det', 'nmod', 'nummod', 'compound', 'compound', 'ROOT']","['', 'PERSON', '', '', '', '']","{'jackson': 0.02578128983568163, 'national': 0.21013745912939158, 'tour': 1.0}","['jackson', 'national', 'tour']",travel
Cherry Valley massacre,3,22,"[('Cherry', 'Valley'), ('Valley', 'massacre')]","['Cherry', 'Valley', 'massacre']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['LOC', 'LOC', '']","{'cherry_valley': 0.07521499703031073, 'massacre': 1.0}","['cherry_valley', 'massacre']",crime
Atlantic campaign of May 1794,5,29,"[('Atlantic', 'campaign'), ('campaign', 'of'), ('of', 'May'), ('May', '1794')]","['atlantic', 'campaign', 'of', 'May', '1794']","['ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM']","['JJ', 'NN', 'IN', 'NNP', 'CD']","['amod', 'ROOT', 'prep', 'pobj', 'nummod']","['LOC', '', '', 'DATE', 'DATE']","{'atlantic': 0.22306470184225624, 'campaign': 1.0}","['atlantic', 'campaign']",politics
Operation Fustian,2,17,"[('Operation', 'Fustian')]","['Operation', 'Fustian']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'fustian': 0.011685672724930436}","['operation', 'fustian']",international
Operation Upshot–Knothole,2,25,"[('Operation', 'Upshot–Knothole')]","['Operation', 'Upshot', '–', 'Knothole']","['PROPN', 'PROPN', 'PUNCT', 'PROPN']","['NNP', 'NNP', ':', 'NNP']","['compound', 'ROOT', 'punct', 'appos']","['', '', '', '']","{'operation': 1.0, 'upshot': 0.008669032266925352, 'knothole': 0.008669032266925352}","['operation', 'upshot', 'knothole']",international
1999 Australian Open,3,20,"[('1999', 'Australian'), ('Australian', 'Open')]","['1999', 'Australian', 'Open']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT']","{'australian': 0.5730785054077422, 'open': 1.0}","['australian', 'open']",entertainment
British nuclear tests at Maralinga,5,34,"[('British', 'nuclear'), ('nuclear', 'tests'), ('tests', 'at'), ('at', 'Maralinga')]","['british', 'nuclear', 'test', 'at', 'Maralinga']","['ADJ', 'ADJ', 'NOUN', 'ADP', 'PROPN']","['JJ', 'JJ', 'NNS', 'IN', 'NNP']","['amod', 'amod', 'ROOT', 'prep', 'pobj']","['NORP', '', '', '', 'GPE']","{'british': 1.0, 'nuclear': 0.3727393981609377, 'tests': 0.2101532830169371, 'maralinga': 0.06942041055528314}","['british', 'nuclear', 'tests', 'maralinga']",international
Air France Flight 1611,4,22,"[('Air', 'France'), ('France', 'Flight'), ('Flight', '1611')]","['Air', 'France', 'Flight', '1611']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'ORG', 'ORG']","{'air_france': 0.27335544189333427, 'flight': 1.0}","['air_france', 'flight']",travel
Euro Dance Festival,3,19,"[('Euro', 'Dance'), ('Dance', 'Festival')]","['Euro', 'Dance', 'Festival']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['', '', '']","{'euro': 0.06515941843009897, 'dance': 0.05374942366086538, 'festival': 1.0}","['euro', 'dance', 'festival']",entertainment
Belfast City Hall flag protests,5,31,"[('Belfast', 'City'), ('City', 'Hall'), ('Hall', 'flag'), ('flag', 'protests')]","['Belfast', 'City', 'Hall', 'flag', 'protest']","['PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NNP', 'NN', 'NNS']","['compound', 'compound', 'compound', 'compound', 'ROOT']","['GPE', 'GPE', 'GPE', '', '']","{'belfast_city': 0.33527278215296935, 'hall': 0.08882834024785835, 'flag': 0.08337728442680001, 'protests': 1.0}","['belfast_city', 'hall', 'flag', 'protests']",politics
Hurricane Nate (2011),3,21,"[('Hurricane', 'Nate'), ('Nate', '('), ('(', '2011'), ('2011', ')')]","['Hurricane', 'Nate', '2011']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'nate': 0.008478155314041134}","['hurricane', 'nate']",travel
Photographer of Dreams,3,22,"[('Photographer', 'of'), ('of', 'Dreams')]","['photographer', 'of', 'dream']","['NOUN', 'ADP', 'NOUN']","['NN', 'IN', 'NNS']","['ROOT', 'prep', 'pobj']","['', '', '']","{'photographer': 0.516764439169968, 'dreams': 1.0}","['photographer', 'dreams']",lifestyle
1938 New England hurricane,4,26,"[('1938', 'New'), ('New', 'England'), ('England', 'hurricane')]","['1938', 'New', 'England', 'hurricane']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'LOC', 'LOC', '']","{'new': 0.09324370266925529, 'england': 0.04542365293348434, 'hurricane': 1.0}","['new', 'england', 'hurricane']",travel
2012 Afyonkarahisar arsenal explosion,4,37,"[('2012', 'Afyonkarahisar'), ('Afyonkarahisar', 'arsenal'), ('arsenal', 'explosion')]","['2012', 'Afyonkarahisar', 'arsenal', 'explosion']","['NUM', 'PROPN', 'NOUN', 'NOUN']","['CD', 'NNP', 'NN', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'GPE', '', '']",{'afyonkarahisar_arsenal_explosion': 1.0},['afyonkarahisar_arsenal_explosion'],environment
Bhopal disaster,2,15,"[('Bhopal', 'disaster')]","['Bhopal', 'disaster']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['PERSON', '']","{'bhopal': 0.048998576802228515, 'disaster': 1.0}","['bhopal', 'disaster']",environment
Cyclone Forrest,2,15,"[('Cyclone', 'Forrest')]","['Cyclone', 'Forrest']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['PERSON', 'PERSON']","{'cyclone': 1.0, 'forrest': 0.020896990378020567}","['cyclone', 'forrest']",environment
Bishops' Wars,2,13,"[('Bishops', ""'""), (""'"", 'Wars')]","['bishop', 'war']","['NOUN', 'NOUN']","['NNS', 'NNS']","['poss', 'ROOT']","['', '']","{'bishops': 0.04440867093412297, 'wars': 1.0}","['bishops', 'wars']",politics
Chibok schoolgirls kidnapping,3,29,"[('Chibok', 'schoolgirls'), ('schoolgirls', 'kidnapping')]","['Chibok', 'schoolgirl', 'kidnapping']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NNS', 'NN']","['compound', 'compound', 'ROOT']","['ORG', '', '']","{'chibok': 0.26537302620811354, 'schoolgirls': 0.26537302620811354, 'kidnapping': 1.0}","['chibok', 'schoolgirls', 'kidnapping']",crime
Dutch–Venezuelan crisis of 1908,4,31,"[('Dutch–Venezuelan', 'crisis'), ('crisis', 'of'), ('of', '1908')]","['dutch', '–', 'venezuelan', 'crisis', 'of', '1908']","['ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NUM']","['JJ', ':', 'JJ', 'NN', 'IN', 'CD']","['amod', 'punct', 'amod', 'ROOT', 'prep', 'pobj']","['NORP', '', 'NORP', '', '', 'DATE']","{'dutch_venezuelan': 0.20412298969542836, 'crisis': 1.0}","['dutch_venezuelan', 'crisis']",politics
Battle of Rowton Heath,4,22,"[('Battle', 'of'), ('of', 'Rowton'), ('Rowton', 'Heath')]","['battle', 'of', 'Rowton', 'Heath']","['NOUN', 'ADP', 'PROPN', 'PROPN']","['NN', 'IN', 'NNP', 'NNP']","['ROOT', 'prep', 'compound', 'pobj']","['', '', 'PERSON', 'PERSON']","{'battle': 1.0, 'rowton_heath': 0.006383968371256215}","['battle', 'rowton_heath']",politics
2015 FA Community Shield,4,24,"[('2015', 'FA'), ('FA', 'Community'), ('Community', 'Shield')]","['2015', 'FA', 'Community', 'Shield']","['NUM', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', '', '', '']","{'fa': 1.0, 'community': 0.422549953965945, 'shield': 0.8292255266732123}","['fa', 'community', 'shield']",technology
C.O.M.A,1,7,[],['C.O.M.A'],['PROPN'],['NNP'],['ROOT'],['PERSON'],{'c.o.m.a': 1.0},['c.o.m.a'],business
List of R5 concert tours,5,24,"[('List', 'of'), ('of', 'R5'), ('R5', 'concert'), ('concert', 'tours')]","['list', 'of', 'R5', 'concert', 'tour']","['NOUN', 'ADP', 'PROPN', 'NOUN', 'NOUN']","['NN', 'IN', 'NNP', 'NN', 'NNS']","['ROOT', 'prep', 'compound', 'compound', 'pobj']","['', '', 'CARDINAL', '', '']","{'list': 0.7290851398274287, 'concert': 1.0, 'tours': 0.6986255915195474}","['list', 'concert', 'tours']",entertainment
1984 anti-Sikh riots,3,20,"[('1984', 'anti-Sikh'), ('anti-Sikh', 'riots')]","['1984', 'anti', 'sikh', 'riot']","['NUM', 'ADJ', 'ADJ', 'NOUN']","['CD', 'JJ', 'JJ', 'NNS']","['nummod', 'amod', 'amod', 'ROOT']","['DATE', 'NORP', 'NORP', '']","{'anti': 0.24170955967216276, 'sikh': 0.19411715651291558, 'riots': 1.0}","['anti', 'sikh', 'riots']",crime
Money in the Bank (2010),5,24,"[('Money', 'in'), ('in', 'the'), ('the', 'Bank'), ('Bank', '('), ('(', '2010'), ('2010', ')')]","['money', 'in', 'the', 'Bank', '2010']","['NOUN', 'ADP', 'DET', 'PROPN', 'NUM']","['NN', 'IN', 'DT', 'NNP', 'CD']","['ROOT', 'prep', 'det', 'pobj', 'appos']","['', '', '', '', 'DATE']","{'money': 0.7914372392500537, 'bank': 1.0}","['money', 'bank']",business
Midem,1,5,[],['Midem'],['PROPN'],['NNP'],['ROOT'],['ORG'],{'midem': 1.0},['midem'],business
The MDNA Tour,3,13,"[('The', 'MDNA'), ('MDNA', 'Tour')]","['the', 'MDNA', 'Tour']","['DET', 'PROPN', 'PROPN']","['DT', 'NNP', 'NNP']","['det', 'compound', 'ROOT']","['', '', '']","{'mdna': 0.012277028830865924, 'tour': 1.0}","['mdna', 'tour']",travel
2011 Tri Nations Series,4,23,"[('2011', 'Tri'), ('Tri', 'Nations'), ('Nations', 'Series')]","['2011', 'Tri', 'Nations', 'Series']","['NUM', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT', 'EVENT']","{'tri': 0.27114661844339827, 'nations': 1.0, 'series': 0.940129629204754}","['tri', 'nations', 'series']",international
2000–01 UEFA Champions League,4,29,"[('2000–01', 'UEFA'), ('UEFA', 'Champions'), ('Champions', 'League')]","['2000–01', 'UEFA', 'Champions', 'League']","['NUM', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNPS', 'NNP']","['nummod', 'compound', 'compound', 'ROOT']","['CARDINAL', 'ORG', 'ORG', 'ORG']",{'uefa_champions_league': 1.0},['uefa_champions_league'],international
2007 United Kingdom floods,4,26,"[('2007', 'United'), ('United', 'Kingdom'), ('Kingdom', 'floods')]","['2007', 'United', 'Kingdom', 'flood']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NNS']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'GPE', 'GPE', '']","{'united': 0.6609607759132894, 'kingdom': 0.1692811337198067, 'floods': 1.0}","['united', 'kingdom', 'floods']",environment
1997 Men's World Ice Hockey Championships,6,41,"[('1997', 'Men'), ('Men', ""'s""), (""'s"", 'World'), ('World', 'Ice'), ('Ice', 'Hockey'), ('Hockey', 'Championships')]","['1997', 'Men', ""'s"", 'World', 'Ice', 'Hockey', 'Championships']","['NUM', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNPS', 'POS', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'poss', 'case', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'men': 0.20143118745937127, 'world': 1.0, 'ice': 0.18198725523802026, 'hockey': 0.23962736724492698, 'championships': 0.2812296639448327}","['men', 'world', 'ice', 'hockey', 'championships']",environment
1964 South Vietnamese coup,4,26,"[('1964', 'South'), ('South', 'Vietnamese'), ('Vietnamese', 'coup')]","['1964', 'south', 'vietnamese', 'coup']","['NUM', 'ADJ', 'ADJ', 'NOUN']","['CD', 'JJ', 'JJ', 'NN']","['nummod', 'amod', 'amod', 'ROOT']","['DATE', 'NORP', 'NORP', '']","{'south_vietnamese': 0.571449569571581, 'coup': 1.0}","['south_vietnamese', 'coup']",crime
Operation Frankton,2,18,"[('Operation', 'Frankton')]","['Operation', 'Frankton']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'frankton': 0.011685672724930436}","['operation', 'frankton']",international
Sanremo Music Festival,3,22,"[('Sanremo', 'Music'), ('Music', 'Festival')]","['Sanremo', 'Music', 'Festival']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['EVENT', 'EVENT', 'EVENT']","{'sanremo': 0.017389464308100105, 'music': 0.32923116293136356, 'festival': 1.0}","['sanremo', 'music', 'festival']",entertainment
MLS Cup 2003,3,12,"[('MLS', 'Cup'), ('Cup', '2003')]","['MLS', 'Cup', '2003']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'nummod']","['', '', 'DATE']",{'mls_cup': 1.0},['mls_cup'],business
Miramar Air Show,3,16,"[('Miramar', 'Air'), ('Air', 'Show')]","['Miramar', 'Air', 'Show']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']","{'miramar': 0.03201212646980777, 'air': 1.0}","['miramar', 'air']",environment
